Species	gtdb_taxonomy	genus	sp	accession	gtdb_type_species_of_genus	Oxygen tolerance raw	Oxygen tolerance	random_id
Bizionia saleffrena	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Bizionia;s__Bizionia saleffrena	g__Bizionia	s__Bizionia saleffrena	RS_GCF_008086175.1	f	aerobe	aerobe	5201
Pandoraea sputorum	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__Pandoraea sputorum	g__Pandoraea	s__Pandoraea sputorum	RS_GCF_000814845.2	f	aerobe	aerobe	5200
Polaribacter butkevichii	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter butkevichii	g__Polaribacter	s__Polaribacter butkevichii	RS_GCF_002954605.1	f	aerobe	aerobe	5198
Sporomusa termitida	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Sporomusales;f__Sporomusaceae;g__Sporomusa;s__Sporomusa termitida	g__Sporomusa	s__Sporomusa termitida	RS_GCF_007641255.1	f	anaerobe	anaerobe	5198
Duganella phyllosphaerae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duganella;s__Duganella phyllosphaerae	g__Duganella	s__Duganella phyllosphaerae	RS_GCF_001758785.1	f	aerobe	aerobe	5197
Legionella feeleii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Tatlockia;s__Tatlockia feeleii	g__Tatlockia	s__Tatlockia feeleii	RS_GCF_001467625.1	f	microaerophile	aerobe	5194
Halomonas titanicae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas titanicae	g__Halomonas	s__Halomonas titanicae	RS_GCF_000336575.1	f	aerobe	aerobe	5194
Streptococcus sanguinis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	g__Streptococcus	s__Streptococcus sanguinis	RS_GCF_000194945.1	f	aerobe,microaerophile	aerobe	5191
Pasteurella bettyae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Basfia;s__Basfia bettyae	g__Basfia	s__Basfia bettyae	RS_GCF_000262245.1	f	microaerophile	aerobe	5190
Wohlfahrtiimonas populi	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Wohlfahrtiimonas;s__Wohlfahrtiimonas populi	g__Wohlfahrtiimonas	s__Wohlfahrtiimonas populi	RS_GCF_002006795.1	f	facultative anaerobe	aerobe	5190
Streptomyces yangpuensis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces yangpuensis	g__Streptomyces	s__Streptomyces yangpuensis	RS_GCF_001005295.1	f	aerobe	aerobe	5189
Franconibacter pulveris	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Franconibacter;s__Franconibacter pulveris	g__Franconibacter	s__Franconibacter pulveris	RS_GCF_000621185.1	f	aerobe,facultative anaerobe	aerobe	5188
Prevotella salivae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella salivae	g__Prevotella	s__Prevotella salivae	RS_GCF_000185845.1	f	anaerobe	anaerobe	5186
Thauera propionica	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera propionica	g__Thauera	s__Thauera propionica	RS_GCF_002245655.1	f	facultative anaerobe	aerobe	5186
Neptunomonas japonica	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Neptunomonas;s__Neptunomonas japonica	g__Neptunomonas	s__Neptunomonas japonica	RS_GCF_000422765.1	f	facultative anaerobe	aerobe	5185
Pseudomonas guariconensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E guariconensis	g__Pseudomonas_E	s__Pseudomonas_E guariconensis	RS_GCF_900102675.1	f	aerobe	aerobe	5183
Mixta gaviniae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Mixta;s__Mixta gaviniae	g__Mixta	s__Mixta gaviniae	RS_GCF_002953195.1	f	facultative anaerobe	aerobe	5182
Chitinophaga parva	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga parva	g__Chitinophaga	s__Chitinophaga parva	RS_GCF_003071345.1	f	aerobe	aerobe	5181
Photobacterium swingsii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium swingsii	g__Photobacterium	s__Photobacterium swingsii	RS_GCF_001077885.1	f	facultative anaerobe	aerobe	5180
Thiothrix lacustris	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__Thiothrix lacustris	g__Thiothrix	s__Thiothrix lacustris	RS_GCF_000621325.1	f	aerobe	aerobe	5179
Aurantimonas aggregata	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aurantimonas;s__Aurantimonas aggregata	g__Aurantimonas	s__Aurantimonas aggregata	RS_GCF_010500835.1	f	obligate aerobe	aerobe	5177
Gracilibacillus orientalis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Gracilibacillus;s__Gracilibacillus orientalis	g__Gracilibacillus	s__Gracilibacillus orientalis	RS_GCF_900114645.1	f	aerobe	aerobe	5175
Legionella drozanskii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Tatlockia;s__Tatlockia drozanskii	g__Tatlockia	s__Tatlockia drozanskii	RS_GCF_001467585.1	f	aerobe,microaerophile	aerobe	5174
Chryseobacterium aurantiacum	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium aurantiacum	g__Chryseobacterium	s__Chryseobacterium aurantiacum	RS_GCF_003020585.1	f	aerobe	aerobe	5173
Caballeronia choica	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Caballeronia;s__Caballeronia choica	g__Caballeronia	s__Caballeronia choica	RS_GCF_001544535.1	f	aerobe	aerobe	5170
Mesorhizobium temperatum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium temperatum	g__Mesorhizobium	s__Mesorhizobium temperatum	RS_GCF_002284575.1	f	aerobe	aerobe	5167
Chryseolinea flava	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Chryseolinea_A;s__Chryseolinea_A flava	g__Chryseolinea_A	s__Chryseolinea_A flava	RS_GCF_003286915.1	f	aerobe	aerobe	5166
Cupriavidus pinatubonensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus pinatubonensis	g__Cupriavidus	s__Cupriavidus pinatubonensis	RS_GCF_000203875.1	f	aerobe	aerobe	5166
Mucilaginibacter frigoritolerans	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter frigoritolerans	g__Mucilaginibacter	s__Mucilaginibacter frigoritolerans	RS_GCF_007830615.1	f	aerobe	aerobe	5165
Moraxella osloensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella_A;s__Moraxella_A osloensis	g__Moraxella_A	s__Moraxella_A osloensis	RS_GCF_001553955.1	f	aerobe,microaerophile	aerobe	5163
Ramlibacter rhizophilus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__Ramlibacter rhizophilus	g__Ramlibacter	s__Ramlibacter rhizophilus	RS_GCF_004681965.1	f	aerobe	aerobe	5160
Nioella sediminis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Nioella;s__Nioella sediminis	g__Nioella	s__Nioella sediminis	RS_GCF_001879695.1	f	aerobe	aerobe	5160
Paenibacillus lautus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus lautus	g__Paenibacillus	s__Paenibacillus lautus	RS_GCF_004000945.1	f	aerobe,microaerophile	aerobe	5154
Pseudoalteromonas arabiensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas arabiensis	g__Pseudoalteromonas	s__Pseudoalteromonas arabiensis	RS_GCF_001550155.1	f	aerobe	aerobe	5153
Legionella taurinensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella_C;s__Legionella_C taurinensis	g__Legionella_C	s__Legionella_C taurinensis	RS_GCF_900452865.1	f	microaerophile	aerobe	5153
Rhodoplanes serenus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodoplanes;s__Rhodoplanes serenus	g__Rhodoplanes	s__Rhodoplanes serenus	RS_GCF_009720755.1	f	anaerobe	anaerobe	5153
Haloferax mucosum	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax mucosum	g__Haloferax	s__Haloferax mucosum	RS_GCF_000337815.1	f	aerobe	aerobe	5150
Butyricicoccus porcorum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A porcorum	g__Butyricicoccus_A	s__Butyricicoccus_A porcorum	RS_GCF_002157465.1	f	obligate anaerobe	anaerobe	5149
Clostridium senegalense	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J senegalense	g__Clostridium_J	s__Clostridium_J senegalense	RS_GCF_000285575.1	f	anaerobe	anaerobe	5148
Pseudoalteromonas spongiae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas spongiae	g__Pseudoalteromonas	s__Pseudoalteromonas spongiae	RS_GCF_000238255.3	f	aerobe	aerobe	5148
Mucilaginibacter yixingensis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter yixingensis	g__Mucilaginibacter	s__Mucilaginibacter yixingensis	RS_GCF_003050755.1	f	aerobe	aerobe	5144
Brevibacillus fluminis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Brevibacillales;f__Brevibacillaceae;g__Brevibacillus_D;s__Brevibacillus_D fluminis	g__Brevibacillus_D	s__Brevibacillus_D fluminis	RS_GCF_003710825.1	f	aerobe	aerobe	5142
Amycolatopsis albispora	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Amycolatopsis;s__Amycolatopsis albispora	g__Amycolatopsis	s__Amycolatopsis albispora	RS_GCF_003312875.1	f	aerobe	aerobe	5141
Clostridium formicaceticum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Natronincolaceae;g__Clostridium_W;s__Clostridium_W formicaceticum	g__Clostridium_W	s__Clostridium_W formicaceticum	RS_GCF_001854185.1	f	anaerobe	anaerobe	5138
Caballeronia udeis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Caballeronia;s__Caballeronia udeis	g__Caballeronia	s__Caballeronia udeis	RS_GCF_001544555.2	f	aerobe	aerobe	5138
Achromobacter aloeverae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella_C;s__Bordetella_C aloeverae	g__Bordetella_C	s__Bordetella_C aloeverae	RS_GCF_004121055.1	f	aerobe	aerobe	5138
Clostridium cochlearium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G cochlearium	g__Clostridium_G	s__Clostridium_G cochlearium	RS_GCF_900187165.1	f	anaerobe	anaerobe	5137
Paenibacillus tritici	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus tritici	g__Paenibacillus	s__Paenibacillus tritici	RS_GCF_013204885.1	f	aerobe	aerobe	5133
Salegentibacter salinarum	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salegentibacter;s__Salegentibacter salinarum	g__Salegentibacter	s__Salegentibacter salinarum	RS_GCF_900168115.1	f	aerobe	aerobe	5131
Serratia plymuthica	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia plymuthica	g__Serratia	s__Serratia plymuthica	RS_GCF_001590925.1	f	aerobe	aerobe	5130
Corynebacterium lactis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium lactis	g__Corynebacterium	s__Corynebacterium lactis	RS_GCF_001274895.1	f	aerobe,microaerophile	aerobe	5129
Caldicellulosiruptor acetigenus	d__Bacteria;p__Firmicutes_A;c__Thermoanaerobacteria;o__Caldicellulosiruptorales;f__Caldicellulosiruptoraceae;g__Caldicellulosiruptor;s__Caldicellulosiruptor acetigenus	g__Caldicellulosiruptor	s__Caldicellulosiruptor acetigenus	RS_GCF_000421725.1	f	anaerobe	anaerobe	5129
Algoriphagus antarcticus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus antarcticus	g__Algoriphagus	s__Algoriphagus antarcticus	RS_GCF_002150685.1	f	aerobe	aerobe	5128
Brevundimonas terrae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas terrae	g__Brevundimonas	s__Brevundimonas terrae	RS_GCF_011761985.1	f	aerobe	aerobe	5128
Sphingobacterium humi	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium humi	g__Sphingobacterium	s__Sphingobacterium humi	RS_GCF_009768885.1	f	facultative aerobe	aerobe	5128
Desulfobacter vibrioformis	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__Desulfobacter vibrioformis	g__Desulfobacter	s__Desulfobacter vibrioformis	RS_GCF_000745975.1	f	anaerobe	anaerobe	5127
Celeribacter persicus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Celeribacter;s__Celeribacter persicus	g__Celeribacter	s__Celeribacter persicus	RS_GCF_003050785.1	f	aerobe	aerobe	5127
Deinococcus gobiensis	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus gobiensis	g__Deinococcus	s__Deinococcus gobiensis	RS_GCF_000252445.1	f	facultative anaerobe	aerobe	5126
Lysobacter tolerans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter_B;s__Lysobacter_B tolerans	g__Lysobacter_B	s__Lysobacter_B tolerans	RS_GCF_900155935.1	f	aerobe	aerobe	5125
Lacrimispora algidixylanolytica	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora algidixylanolyticum	g__Lacrimispora	s__Lacrimispora algidixylanolyticum	RS_GCF_003609635.1	f	anaerobe	anaerobe	5124
Anaerococcus octavius	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus octavius	g__Anaerococcus	s__Anaerococcus octavius	RS_GCF_900445265.1	f	anaerobe	anaerobe	5122
Arenibacter hampyeongensis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenibacter;s__Arenibacter hampyeongensis	g__Arenibacter	s__Arenibacter hampyeongensis	RS_GCF_002909255.1	f	aerobe	aerobe	5122
Acetobacterium tundrae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Acetobacterium;s__Acetobacterium tundrae	g__Acetobacterium	s__Acetobacterium tundrae	RS_GCF_008086615.1	f	anaerobe	anaerobe	5121
Belnapia rosea	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Belnapia;s__Belnapia rosea	g__Belnapia	s__Belnapia rosea	RS_GCF_900101615.1	f	aerobe	aerobe	5120
Chryseobacterium angstadtii	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium angstadtii	g__Chryseobacterium	s__Chryseobacterium angstadtii	RS_GCF_001045465.1	f	aerobe	aerobe	5119
Thermocrinis albus	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Thermocrinis;s__Thermocrinis albus	g__Thermocrinis	s__Thermocrinis albus	RS_GCF_000025605.1	f	microaerophile	aerobe	5118
Citricoccus zhacaiensis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Citricoccus;s__Citricoccus zhacaiensis	g__Citricoccus	s__Citricoccus zhacaiensis	GB_GCA_014645315.1	f	aerobe	aerobe	5113
Wenzhouxiangella sediminis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella sediminis	g__Wenzhouxiangella	s__Wenzhouxiangella sediminis	RS_GCF_003410055.1	f	facultative anaerobe	aerobe	5112
Aromatoleum anaerobium	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Aromatoleum;s__Aromatoleum anaerobium	g__Aromatoleum	s__Aromatoleum anaerobium	RS_GCF_012910705.1	f	anaerobe	anaerobe	5111
Cupriavidus campinensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus campinensis	g__Cupriavidus	s__Cupriavidus campinensis	RS_GCF_007572485.1	f	aerobe	aerobe	5110
Thalassospira tepidiphila	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae;g__Thalassospira;s__Thalassospira tepidiphila	g__Thalassospira	s__Thalassospira tepidiphila	RS_GCF_001662875.1	f	facultative anaerobe	aerobe	5110
Salegentibacter sediminis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salegentibacter;s__Salegentibacter sediminis	g__Salegentibacter	s__Salegentibacter sediminis	RS_GCF_002078605.1	f	aerobe	aerobe	5109
Rodentibacter trehalosifermentans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter trehalosifermentans	g__Rodentibacter	s__Rodentibacter trehalosifermentans	RS_GCF_002000545.1	f	microaerophile	aerobe	5103
Halarchaeum rubridurum	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halarchaeum;s__Halarchaeum rubridurum	g__Halarchaeum	s__Halarchaeum rubridurum	GB_GCA_014647115.1	f	aerobe	aerobe	5103
Tepidibacter formicigenes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Tepidibacter;s__Tepidibacter formicigenes	g__Tepidibacter	s__Tepidibacter formicigenes	RS_GCF_900142235.1	f	anaerobe	anaerobe	5102
Burkholderia dolosa	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia dolosa	g__Burkholderia	s__Burkholderia dolosa	RS_GCF_902499135.1	f	aerobe	aerobe	5100
Desulfosporosinus youngiae	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus youngiae	g__Desulfosporosinus	s__Desulfosporosinus youngiae	RS_GCF_000244895.1	f	anaerobe	anaerobe	5089
Thermodesulfovibrio thiophilus	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Thermodesulfovibrionaceae;g__Thermodesulfovibrio;s__Thermodesulfovibrio thiophilus	g__Thermodesulfovibrio	s__Thermodesulfovibrio thiophilus	RS_GCF_000423865.1	f	anaerobe	anaerobe	5089
Moraxella bovis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella bovis	g__Moraxella	s__Moraxella bovis	RS_GCF_002014975.1	f	aerobe,microaerophile	aerobe	5087
Alishewanella agri	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alishewanella;s__Alishewanella agri	g__Alishewanella	s__Alishewanella agri	RS_GCF_000272005.1	f	aerobe	aerobe	5087
Nocardioides cavernae	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides cavernae	g__Nocardioides	s__Nocardioides cavernae	RS_GCF_013410035.1	f	aerobe	aerobe	5085
Methanocella conradii	d__Archaea;p__Halobacteriota;c__Methanocellia;o__Methanocellales;f__Methanocellaceae;g__Methanocella;s__Methanocella conradii	g__Methanocella	s__Methanocella conradii	RS_GCF_000251105.1	f	anaerobe	anaerobe	5084
Flavimobilis soli	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Cellulomonadaceae;g__Flavimobilis;s__Flavimobilis soli	g__Flavimobilis	s__Flavimobilis soli	RS_GCF_002564025.1	f	aerobe	aerobe	5083
Rubritalea squalenifaciens	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Rubritalea;s__Rubritalea squalenifaciens	g__Rubritalea	s__Rubritalea squalenifaciens	RS_GCF_900141815.1	f	aerobe	aerobe	5082
Arenimonas daejeonensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__Arenimonas daejeonensis	g__Arenimonas	s__Arenimonas daejeonensis	RS_GCF_007993735.1	f	aerobe	aerobe	5082
Patulibacter medicamentivorans	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Patulibacter;s__Patulibacter medicamentivorans	g__Patulibacter	s__Patulibacter medicamentivorans	RS_GCF_000240225.1	f	aerobe	aerobe	5079
Chryseobacterium hominis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Epilithonimonas;s__Epilithonimonas hominis	g__Epilithonimonas	s__Epilithonimonas hominis	RS_GCF_003730015.1	f	aerobe,facultative anaerobe,microaerophile	aerobe	5076
Thermus caldifontis	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus caldifontis	g__Thermus	s__Thermus caldifontis	RS_GCF_003336745.1	f	aerobe	aerobe	5075
Chitinibacter fontanus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Chitinibacter;s__Chitinibacter fontanus	g__Chitinibacter	s__Chitinibacter fontanus	RS_GCF_013423785.1	f	aerobe	aerobe	5072
Thiothrix caldifontis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__Thiothrix caldifontis	g__Thiothrix	s__Thiothrix caldifontis	RS_GCF_900107695.1	f	aerobe	aerobe	5071
